Check for Updates...	Zkontrolovat aktualizace...
Specify the format of the index or table entries. The appearance of this tab changes to reflect the type of index that you selected on the Type tab.	Určete formát položek rejstříku či položek seznamu. Vzhled této karty se změní podle typu rejstříku, který je vybrán na kartě Typ.
Open	Otevřít
New...	Nový...
Edit...	Upravit...
Title:	Nadpis:
Enter a title for the selected index.	Zadejte nadpis pro vybraný rejstřík.
Type:	Typ:
Table of Contents	Obsah
Alphabetical Index	Abecední rejstřík
Table of Figures	Tabulka obrázků
Index of Tables	Seznam tabulek
User-Defined	Definované uživatelem
Table of Objects	Tabulka objektů
Bibliography	Seznam použité literatury
Select the type of index that you want to insert or edit.	Vyberte typ rejstříku, který chcete vložit nebo upravit.
Protected against manual changes	Zamknuto proti ručním změnám
Prevents the contents of the index from being changed.	Zabrání změnám obsahu rejstříku.
Type and Title	Typ a nadpis
For:	Pro:
Entire document	Celý dokument
Chapter	Kapitola
Select whether to create the index for the document or for the current chapter.	Vyberte, má-li se rejstřík vytvořit pro celý dokument, nebo jen pro aktuální kapitolu.
Evaluate up to level:	Vyhodnotit až do úrovně:
Enter the number of heading levels to include in the index.	Zadejte počet úrovní nadpisů, které budou zahrnuty do rejstříku.
Create Index or Table of Contents	Vytvořit rejstřík nebo obsah
Outline	Osnova
Creates the index using outline levels. Paragraphs formatted with one of the predefined heading styles (Heading 1-10) are added to the index.	Vytvoří rejstřík z úrovní osnovy. Do rejstříku se přidají odstavce formátované předdefinovanými styly nadpisů (Nadpis 1-10).
Index marks	Značky rejstříku
Includes the index entries that you inserted by choosing Insert - Table of Contents and Index - Index Entry in the index.	Zahrne do rejstříku položky vložené pomocí Vložit - Obsah a rejstřík - Položka rejstříku.
Tables	Tabulky
Includes tables in the index.	Zahrne do rejstříku tabulky.
Text frames	Textové rámce
Includes frames in the index.	Zahrne do rejstříku rámce.
Graphics	Obrázky
Includes graphics in the index.	Zahrne do rejstříku obrázky.
OLE objects	Objekty OLE
Includes OLE objects in the index.	Zahrne do rejstříku objekty OLE.
Use level from source chapter	Úroveň zdrojové kapitoly
Indents table, graphic, frame, and OLE object index entries according their place in the chapter heading hierarchy.	Nastaví odsazení položek rejstříku odpovídající tabulkám, ilustracím, rámcům a objektům OLE podle jejich umístění v hierarchii nadpisů kapitol.
Additional styles	Další styly
Includes the paragraph styles that you specify in the Assign Styles dialog as index entries. To select the paragraph styles that you want to include in the index, click the Assign Styles (...) button to the right of this box.	Vloží text formátovaný odstavcovými styly vybranými v dialogu Přiřadit styly jako položky do rejstříku. Chcete-li určit, které odstavcové styly použít pro tvorbu rejstříku, klepněte na tlačítko Přiřadit styly (...) napravo.
Styles	Styly
Assign styles...	Přiřadit styly...
Opens the Assign Styles dialog, where you can select the paragraph styles to include in the index. Choose the proper heading level on which the style will be included in the index.	Otevře dialogové okno Přiřadit styly, kde můžete vybrat styly odstavců, které mají být zahrnuty do rejstříku. Vyberte správnou úroveň nadpisu, na které bude styl zahrnut v rejstříku.
Captions	Popisky
Creates index entries from object captions.	Vytvoří položky rejstříku z popisků objektů.
Object names	Názvy objektů
Creates index entries from object names.	Vytvoří položky rejstříku z názvů objektů.
Category:	Kategorie:
Select the caption category that you want to use for the index entries.	Vyberte kategorii popisků, které chcete použít jako položky rejstříku.
Display:	Zobrazení:
References	Odkazy
Category and Number	Kategorie a číslo
Caption Text	Text popisku
Select the part of the caption that you want to use for index entries.	Vyberte část popisků, kterou chcete použít pro položky rejstříku.
Create From	Vytvořit z
Select the object types that you want to include in a table of objects.	Vyberte typ objektů, které chcete zahrnout do tabulky objektů.
Create From the Following Objects	Vytvořit z následujících objektů
Brackets:	Závorky:
Number entries	Očíslovat položky
Automatically numbers the bibliography entries.	Automaticky čísluje položky literatury.
[none]	[žádné]
[]	[]
()	()
{}	{}
<>	<>
Select the brackets that you want to enclose bibliography entries.	Vyberte závorky, do kterých chcete uzavřít odkazy na literaturu.
Formatting of the Entries	Formátování položek
Combine identical entries	Sloučit stejné položky
"Replaces identical index entries with a single entry that lists the page numbers where the entry occurs in the document. For example, the entries ""View 10, View 43"" are combined as ""View 10, 43""."	"Nahradí stejné položky rejstříku jednou a přiřadí jí odpovídající čísla stránek. Například položky ""Pohled 10, Pohled 43"" budou sloučeny do ""Pohled 10, 43""."
Combine identical entries with f. or ff.	Sloučit stejné položky s f. nebo ff.
"Replaces identical index entries that occur on the directly following page(s), with a single entry that lists the first page number and a ""f"" or ""ff"". For example, the entries ""View 10, View 11"" are combined as ""View 10f"", and ""View 10, View 11, View 12"" as ""View 10ff"". Actual appearance depends on the locale setting, but can be overridden with Sort - Language."	"Nahradí stejné položky rejstříku nacházející se na stejné, příp. následujících stranách dokumentu jedinou položkou s číslem stránky prvního výskytu a přidaným ""f"" nebo ""ff"". Např. položky ""Pohled 10, Pohled 11, Pohled 12"" budou sloučeny jako ""Pohled 10ff"" a ""Pohled 10, Pohled 10"" jako ""Pohled 10f"". Skutečný vzhled těchto položek závisí na nastavení národního prostředí, které však lze přepsat v nastavení Seřadit - Jazyk."
Combine with -	Sloučit do intervalu
"Replaces identical index entries that occur on consecutive pages with a single entry and the page range where the entry occurs. For example, the entries ""View 10, View 11, View 12"" are combined as ""View 10-12""."	"Nahradí shodné položky rejstříku, které odkazují na po sobě jdoucí stránky, jedinou položkou a uvede rozsah stran místo jejich výčtu. Např. položky ""Pohled 10, Pohled 11, Pohled 12"" budou zkráceny na ""Pohled 10-12""."
Case sensitive	Rozlišovat velikost písmen
Distinguishes between uppercase and lowercase letters in identical index entries. For Asian languages special handling applies.	Rozlišuje mezi velkými a malými písmeny u shodných položek. Pro asijské jazyky se uplatní zvláštní zacházení se znaky.
AutoCapitalize entries	Použít velké písmeno
Automatically capitalizes the first letter of an index entry.	Automaticky převede první písmeno položky rejstříku na velké.
Keys as separate entries	Klíče jako oddělené položky
Inserts index keys as separate index entries.	Vloží klíče rejstříku jako samostatné položky.
Concordance file	Rejstříkový soubor
Automatically marks index entries using a concordance file - a list of words to include in an index.	"Automaticky určí položky rejstříku pomocí ""párovacího souboru"" - seznamu slov, která chcete zahrnout do rejstříku."
File	Soubor
Select, create, or edit a concordance file.	"Vyberte, vytvořte nebo upravte ""párovací soubor""."
Options	Možnosti
Language:	Jazyk:
Select the language rules to use for sorting the index entries.	Vyberte jazyková pravidla pro řazení položek rejstříku.
Key type:	Druh klíče:
Select numeric when you want to sort numbers by value, such as in 1, 2, 12. Select alphanumeric, when you want to sort the numbers by character code, such as in 1, 12, 2.	Vyberte číselně, jestliže chcete řadit čísla podle jejich hodnoty, např. 1, 2, 12. Vyberte abecedně, jestliže chcete řadit čísla podle jednotlivých číslic, např. 1, 12, 2.
Sort	Seřadit
Levels	Úrovně
Paragraph Styles	Styly odstavce
Select the index level that you change the formatting of.	Vyberte úroveň rejstříku, jejíž formátování měníte.
Select the paragraph style that you want to apply to the selected index level, and then click the Assign (<) button.	Vyberte styl odstavce pro vybranou úroveň rejstříku a klepněte na tlačítko Přiřadit (<).
Default	Výchozí
"Resets the formatting of the selected level to the ""Default"" paragraph style."	"Nastaví formátování vybrané úrovně rejstříku na styl odstavce ""Výchozí""."
Edit	Upravit
Opens the Paragraph Style dialog, where you can modify the selected paragraph style.	Otevře dialog Styl odstavce, kde je možné upravit styl vybraného odstavce.
Formats the selected index level with the selected paragraph style.	Zformátuje vybranou úroveň rejstříku pomocí vybraného stylu odstavce.
Assignment	Přiřazení
Helplines While Moving	Vodítka při přesouvání
Displays snap lines around the frames when frames are moved. You can select the Helplines While Moving option to show the exact position of the object using lineal values.	Zobrazuje vodítka kolem rámců při přesunu rámců. Pokud chcete zobrazovat přesnou pozici objektu, zvolte Zobrazovat vodítka při přesunu.
Guides	Vodítka
Images and objects	Obrázky a objekty
Specifies whether to display images and objects on the screen.	Určuje, zda se na obrazovce zobrazují obrázky a objekty.
Tables	Tabulky
Displays the tables contained in your document.	Zobrazuje tabulky obsažené v dokumentech.
Drawings and controls	Kresby a ovládací prvky
Displays the drawings and controls contained in your document.	Zobrazuje kresby a ovládací prvky obsažené v dokumentech.
Comments	Komentáře
Displays comments. Click a comment to edit the text. Use the context menu in Navigator to locate or delete a comment. Use the comments's context menu to delete this comment or all comments or all comments of this author.	Zobrazuje komentáře. Klepnutím na komentář upravíte text. Pro nalezení nebo smazání komentáře použijte místní nabídku v Navigátoru. Pomocí místní nabídky komentáře můžete smazat tento komentář, všechny komentáře nebo všechny komentáře tohoto autora.
